"id","status","noCharge","completedOn","invoice_total","lon","lat"
31588560,Completed,false,"2019-06-26T15:22:00",0,-117.2720435,33.1879427
31588939,Completed,false,"2019-06-26T17:53:00",0,-83.0101827,39.9782185
31697282,Completed,true,"2019-08-19T14:16:00",0,-83.1087024,40.0454814
31607676,Completed,true,"2019-07-02T20:26:00",0,-83.0137923,39.9845029
31589844,Hold,false,,0,-83.0789608,40.1290765
31591792,Completed,false,"2019-06-27T13:58:00",309,-83.159536,40.142995
31591933,Completed,true,"2019-06-27T00:32:00",0,-83.0184508,40.0474894
31592434,Completed,true,"2019-06-26T19:08:00",1549,-83.16488249999998,39.9716838
31592558,Completed,false,"2019-06-27T19:13:00",910,-82.7927032,40.0072151
31592621,Completed,false,"2019-06-26T13:40:00",0,-83.1366539,40.056175
31610299,Completed,false,"2019-07-02T21:43:00",7088.5,-83.2661971,40.1002908
30783446,Completed,false,"2019-07-12T17:59:00",0,-82.759725,39.8505355
31592934,Hold,false,,0,-83.1345556,40.1131733
31592964,Completed,true,"2019-06-26T21:16:00",0,,
31593023,Completed,false,"2019-06-26T17:35:00",0,-82.9946511,40.037559
31593296,Hold,false,,932,-83.080612,39.9952929
31593324,Completed,false,"2019-06-26T21:30:00",119,-82.947385,40.073592
31613889,Completed,false,"2019-07-02T14:26:00",1549,-83.0492056,40.0697895
31593478,Completed,true,"2019-06-26T11:48:00",0,,
31594715,Completed,false,"2019-06-26T23:26:00",375,-82.9214563,40.1352321
31737323,Canceled,false,"2019-07-19T23:57:10.0321774",0,-82.8833232,40.0842406
31596378,Completed,false,"2019-06-27T15:59:00",1249,-83.1754095,40.0401213
31598505,Completed,true,"2019-06-26T14:04:00",0,-82.99460909999999,39.9383703
31598858,Completed,false,"2019-06-28T13:48:00",0,-83.0454302,40.0210394
31418138,Completed,false,"2019-07-31T13:33:00",0,-82.9047478,40.1267844
31064175,Canceled,false,"2019-07-11T13:14:12.7969513",0,-83.0140806,39.97967190000001
31598958,Completed,false,"2019-06-26T23:18:00",730,,
31936869,Completed,true,"2019-08-26T22:04:00",0,-83.0255009,40.0497483
31599588,Completed,false,"2019-06-27T13:51:00",206,-83.1489678,40.1210431
31599636,Completed,true,"2019-06-26T21:21:00",0,-83.0442556,39.9444965
31599823,Completed,false,"2019-06-27T20:52:00",4793,-83.1144502,40.0430972
31599875,Completed,true,"2019-06-26T17:58:00",0,-83.1400015,40.1296655
31600050,Completed,true,"2019-06-26T15:42:00",0,-82.9303868,39.9425538
31617848,Completed,false,"2019-07-02T21:53:00",89,-83.011459,39.984126
31601143,Completed,false,"2019-06-26T19:12:00",0,-82.9895605,39.9464603
31601237,Completed,true,"2019-06-27T23:16:00",0,-83.0584964,40.1562732
31601249,Completed,false,"2019-06-28T21:32:00",4288,-83.1299891,40.0179501
31601313,Completed,false,"2019-06-27T12:39:00",0,-83.0516385,40.2469097
31601494,Completed,false,"2019-06-26T15:04:00",75,-82.896003,40.0383641
31601534,Completed,true,"2019-06-27T18:30:00",0,-83.0468572,39.8708236
31601545,Completed,false,"2019-06-27T19:01:00",0,,
31601569,Completed,false,"2019-06-26T16:15:00",3337,-83.0820634,40.1406488
31604958,Completed,true,"2019-06-27T14:09:00",0,-83.1583886,40.0205562
31605024,Completed,false,"2019-06-26T23:19:00",50,-83.1224471,39.9582309
31628401,Hold,false,,0,-83.1019656,40.1033855
31605537,Completed,true,"2019-06-27T14:22:00",0,-83.0369138,39.9801482
31605556,Canceled,false,"2019-06-25T18:23:21.2732206",0,-82.8092503,40.0969975
31605755,Completed,false,"2019-06-26T16:24:00",250,-82.7966193,40.1036184
31606496,Completed,true,"2019-06-26T17:14:00",0,-83.0474228,40.0826538
31607014,Completed,true,"2019-06-26T17:54:00",0,-82.61581000000001,40.09131199999999
31607136,Completed,false,"2019-06-27T18:06:00",219,-82.9491685,39.9730026
31607546,Canceled,false,"2019-06-28T13:51:07.2252059",0,-82.9819712,40.0626232
31607606,Completed,false,"2019-06-26T18:33:00",600,-83.0664648,40.0460096
31607647,Completed,false,"2019-06-26T22:07:00",4890,-82.9081108,40.0872875
31755200,Completed,true,"2019-07-17T13:55:00",0,-83.0255009,40.0497483
31607729,Completed,false,"2019-06-27T20:24:00",0,-82.8416169,40.0064616
31608153,Completed,true,"2019-06-28T19:24:00",0,-83.1338434,40.1722508
31608332,Completed,false,"2019-06-26T16:08:00",407,-83.1203523,40.0886657
31608990,Canceled,false,"2019-06-27T12:08:23.6220937",0,-83.1598541,39.956173
31610187,Completed,false,"2019-06-26T19:59:00",0,-83.0558959,40.097665
31610288,Completed,false,"2019-06-26T16:19:00",464,-83.0435812,39.9885431
31766315,Canceled,false,"2019-07-07T17:19:25.2382391",0,-83.0080001,40.1253474
31610469,Completed,true,"2019-06-26T12:20:00",0,-83.1314973,40.0228665
31611176,Completed,true,"2019-06-27T17:54:00",0,-83.0644728,40.1600343
31611510,Completed,false,"2019-06-26T22:51:00",2179,-83.0962541,40.0592123
31612178,Completed,true,"2019-06-26T17:48:00",0,-82.782946,39.824457
31613225,Completed,false,"2019-06-27T15:17:00",99,-83.07403299999999,40.0989689
31613285,Completed,false,"2019-06-28T14:10:00",464,-83.0749984,39.9198138
31613308,Completed,false,"2019-06-27T17:41:00",0,-82.8736945,39.8752542
32186154,Completed,false,"2019-08-02T19:06:00",154,,
31613563,Completed,false,"2019-06-27T20:27:56.584",2502.24,-83.0646825,40.0372699
31748758,Completed,false,"2019-07-19T20:54:00",169,-83.1465726,40.0168507
31614358,Completed,false,"2019-06-28T17:36:00",584,-82.9568351,40.12306
31881196,Completed,false,"2019-07-16T22:16:00",1764,-83.1699412,40.1111591
31614659,Completed,true,"2019-06-27T17:39:00",0,-82.93048099999999,39.953295
31102383,Completed,false,"2019-07-15T19:37:00",0,-82.804132,39.913572
31615020,Completed,false,"2019-06-26T16:03:00",240,-83.0211366,40.0308246
31616065,Completed,false,"2019-06-26T13:57:00",235,-82.90833399999997,39.9583823
31616076,Completed,false,"2019-06-26T15:36:00",0,-83.0435812,39.9885431
31616090,Completed,false,"2019-06-26T14:59:00",464,-83.062292,40.067984
31616175,Completed,false,"2019-06-27T20:48:14.091",69,-117.3767652,33.1899887
30847309,Completed,false,"2019-07-08T14:39:00",575,-83.066487,40.04825599999999
32005153,Completed,true,"2019-08-27T11:44:00",0,-83.0535712,39.9576569
31616671,Canceled,false,"2019-06-26T14:34:49.6929386",0,-83.070889,40.014548
31617495,Completed,false,"2019-06-26T16:20:00",1514,-83.04678000000001,39.984029
31779503,Canceled,false,"2019-07-18T17:51:08.0377765",0,-82.9237048,40.0854537
31618605,Scheduled,false,,0,-117.135261,33.139857
31619918,Completed,false,"2019-06-27T16:22:00",3467,-83.1719973,40.1597045
31620172,Canceled,false,"2019-06-26T22:49:38.4048379",0,-83.0058174,40.0583671
31620210,Canceled,false,"2019-06-25T18:58:15.2304259",0,-82.8180064,39.9449418
31620556,Completed,false,"2019-06-26T14:56:00",235,-83.0366201,39.9828047
31732292,Scheduled,true,,0,-82.9227106,39.9739908
31624511,Canceled,false,"2019-06-26T19:08:39.4350641",0,-83.0759418,40.1263476
31642231,Completed,true,"2019-07-02T18:17:00",0,-83.1854777,40.0491089
31625407,Completed,false,"2019-06-28T22:10:00",6329,-82.99717199999998,40.0166319
31626195,Completed,false,"2019-06-28T20:41:46.103",2954,-83.159226,39.9655202
31626241,Completed,true,"2019-06-28T16:25:00",0,-83.0568397,40.0980204
31626431,Completed,false,"2019-06-27T19:05:00",1915,-83.0964625,40.1673509
31626477,Completed,true,"2019-06-26T18:47:00",0,-82.93269399999997,40.1165779
31626539,Completed,true,"2019-06-26T17:16:00",0,-83.0000704,39.9512908
31626554,Canceled,false,"2019-06-26T11:45:32.7728257",0,-83.0718535,39.9637208
31627262,Completed,false,"2019-06-27T20:22:00",0,-83.1723741,40.1563037
31627297,Completed,true,"2019-06-27T23:55:00",0,-83.3705288,40.2203087
31627740,Completed,true,"2019-06-26T12:38:00",0,-82.7898389,39.9465753
32013848,Completed,true,"2019-08-26T19:01:00",0,-83.1363151,40.1264204
31628053,Completed,false,"2019-06-27T14:04:00",1610,-83.0583076,39.9861823
31904767,Completed,false,"2019-08-06T14:15:00",0,-83.08336959999997,40.0058532
31628373,Completed,false,"2019-06-26T16:11:00",104,-83.1653607,40.082346
31811788,Completed,false,"2019-07-17T16:59:00",1087,-82.8111026,39.9207135
31628471,Hold,false,,0,-117.308004,33.189458
31628571,Canceled,false,"2019-06-26T23:13:55.6290092",0,-82.8916933,40.1252066
31628591,Completed,false,"2019-06-26T20:28:00",93.24,-83.1353725,40.1376929
31629044,Completed,false,"2019-06-26T16:11:00",0,-117.3139694,33.2225298
31629105,Completed,true,"2019-06-26T21:36:00",0,-83.3680601,40.2109177
31810747,Completed,false,"2019-07-20T01:15:00",4000,-117.2554062,32.818985
31629549,Completed,true,"2019-06-26T16:52:00",0,-83.1445254,40.1187032
31629675,Completed,true,"2019-06-26T20:14:00",0,-83.10421589999999,39.98507
31629722,Completed,true,"2019-06-27T18:31:00",0,-83.0453463,39.9809743
31630283,Completed,false,"2019-06-28T21:00:00",2714,-82.9645848,40.0683428
31630377,Canceled,false,"2019-06-26T12:34:50.8440322",0,-82.8692361,40.0396881
31630396,Completed,true,"2019-06-28T14:46:00",0,-82.8880561,40.092868
31809290,Completed,true,"2019-07-22T15:01:00",439,-83.055665,39.984889
31632573,Completed,true,"2019-06-28T16:42:00",0,-82.867478,40.0674295
31632603,Completed,false,"2019-06-27T22:06:00",345,-83.0057335,40.0348398
31650270,Completed,false,"2019-07-02T21:21:37.177",0,-117.276364,33.233959
31632851,Completed,true,"2019-06-27T20:42:00",0,-83.15941880000003,40.0263341
31632956,Completed,false,"2019-06-27T12:28:00",0,-83.0366201,39.9828047
31633087,Completed,true,"2019-06-27T19:15:00",0,-83.0827552,39.8864251
31633147,Completed,false,"2019-06-26T19:16:00",270,-83.0014099,39.9758925
31633179,Completed,false,"2019-06-28T21:58:00",218,-82.8185957,40.0809293
31633249,Completed,false,"2019-06-28T18:29:00",6205,-82.9490005,40.0276494
31633338,Canceled,false,"2019-06-26T19:17:22.7429701",0,-83.1673078,40.126144
31633362,Completed,true,"2019-06-28T15:06:00",0,-83.3724905,40.2147334
31633396,Completed,false,"2019-06-26T14:31:00",0,-83.1614454,40.0885109
31633426,Completed,true,"2019-06-27T19:52:00",0,-83.1229921,40.1254701
31633466,Completed,false,"2019-06-26T17:12:00",385,-83.1077385,40.0392033
31634253,Completed,true,"2019-06-26T12:59:00",0,-83.0794849,39.9492426
31634263,Completed,false,"2019-06-27T17:06:00",0,-83.1191371,40.062289
31634294,Completed,false,"2019-06-28T19:31:00",8434,-83.0621242,39.9048576
31634334,Completed,false,"2019-06-27T19:11:31.899",609,-117.2951888,33.1884438
31634354,Completed,true,"2019-06-26T15:46:00",0,-82.8567637,40.0427259
31634860,Canceled,false,"2019-06-27T19:19:55.2297497",0,-83.1523577,40.0051509
31634972,Canceled,false,"2019-06-28T12:56:05.1417215",0,-83.0115663,40.2869243
31169145,Completed,false,"2019-07-12T12:38:00",169,,
31195482,Completed,true,"2019-07-09T15:17:00",1440,-83.0050409,40.0781075
31635497,Completed,false,"2019-06-28T15:31:00",129,-83.1685639,39.9846759
31635537,Completed,false,"2019-06-26T18:04:00",144,-117.0178235,33.2606463
31652328,Completed,false,"2019-07-02T13:43:00",0,-83.12431,39.98159
31636043,Completed,false,"2019-06-28T16:28:00",279,-82.9967082,40.0550259
31636053,Completed,false,"2019-06-27T15:06:00",0,-83.0893373,40.0288538
31636171,Completed,true,"2019-06-26T21:27:00",0,-83.118779,40.050399
31652353,Canceled,false,"2019-07-01T16:38:48.6949102",0,-82.914942,39.962698
31636677,Completed,false,"2019-06-27T16:17:00",184,-82.88373839999997,40.0151121
31636791,Completed,true,"2019-06-26T19:56:00",0,-83.0668003,40.1671179
31636867,Completed,true,"2019-06-26T18:59:00",0,-83.025184,40.054025
31636881,Completed,false,"2019-06-27T22:21:00",3565,-82.8567637,40.0427259
31637065,Completed,true,"2019-06-27T19:17:00",0,-83.142295,40.030022
31637176,Completed,false,"2019-06-28T01:15:00",5541,-82.8027246,40.0088358
31653098,Completed,false,"2019-07-02T15:54:00",370,-83.2155265,39.8507204
31638621,Completed,false,"2019-06-28T21:20:00",0,-82.8163647,39.8373067
31638651,Completed,false,"2019-06-26T19:22:00",182,-83.1554569,40.0112395
31638864,Canceled,false,"2019-06-28T12:52:41.1009545",0,-82.9801655,40.0850283
31638883,Completed,true,"2019-06-26T15:41:00",0,-83.1579277,40.0103482
31638915,Completed,true,"2019-06-27T14:39:00",0,-82.8879089,39.9485976
31639387,Canceled,false,"2019-06-26T15:53:25.9295001",0,-82.9197751,40.1797733
31639420,Completed,false,"2019-06-27T21:19:00",169,-82.8936219,40.0298779
31639431,Completed,false,"2019-06-28T00:53:03.725",0,-117.2146281,33.0962618
31656747,Completed,false,"2019-07-02T12:47:00",0,-83.1534466,40.0173447
31639769,Completed,false,"2019-06-29T13:39:00",6286,-82.9303868,39.9425538
31639852,Completed,true,"2019-06-26T17:27:00",0,-83.0504221,40.0098904
31639867,Completed,true,"2019-06-27T16:48:00",0,-83.12850409999999,40.0410925
31640012,Completed,true,"2019-06-27T15:46:00",75,-82.790737,39.9442507
31657193,Completed,false,"2019-07-02T14:59:00",374,-83.104197,39.920057
31641200,Completed,false,"2019-06-27T19:40:00",0,-83.16488249999998,39.9716838
31821875,Completed,true,"2019-07-22T20:31:00",0,-83.011459,39.984126
31641278,Completed,false,"2019-06-27T13:43:00",144,-82.8217527,39.9356712
31641356,Completed,false,"2019-06-27T16:35:00",0,-117.3447971,33.1841909
31641368,Completed,false,"2019-06-28T20:47:00",0,-82.8656187,39.9515383
31641451,Completed,false,"2019-06-27T18:36:51.144",0,-117.2504113,33.2134369
31641473,Completed,true,"2019-06-28T15:17:00",0,-83.1268887,39.946194
31658540,Completed,false,"2019-07-02T16:52:00",0,-83.0781851,40.1233559
31826759,Completed,false,"2019-07-17T18:58:00",0,-82.9658599,39.9652817
31641543,Completed,true,"2019-06-27T16:44:00",0,,
29480354,Completed,false,"2019-09-19T15:49:00",551,-83.067793,39.996
31641665,Completed,false,"2019-06-26T19:05:00",235,-82.8393303,40.0586476
31641702,Completed,true,"2019-06-27T21:12:00",0,-83.0703019,40.0699784
31641719,Completed,true,"2019-06-27T12:49:00",0,-83.0726502,40.1062576
31641730,Completed,true,"2019-06-27T16:29:00",0,-82.782946,39.824457
31641777,Completed,true,"2019-06-27T21:12:00",0,-84.1990452,39.5542897
31642182,Completed,true,"2019-06-26T18:10:00",0,-82.9664329,39.9683047
31642203,Completed,false,"2019-06-26T19:48:00",154,-82.8026404,39.9836598
31837707,Completed,false,"2019-07-17T18:33:00",0,-82.8809913,40.084666
31642278,Completed,false,"2019-06-27T16:30:00",1719,-83.025184,40.054025
31642403,Canceled,false,"2019-06-27T12:38:06.3166461",0,-82.8036087,40.0865306
31642483,Completed,false,"2019-06-26T21:59:00",350,-83.0457658,39.9781655
31659098,Canceled,false,"2019-06-28T13:47:14.8890837",0,-82.782946,39.824457
31642698,Canceled,false,"2019-06-27T15:13:49.5063697",0,-82.8680374,40.0166275
31642768,Completed,true,"2019-06-27T20:49:00",0,-83.0926481,40.0447443
31661215,Completed,true,"2019-07-02T22:41:00",0,-83.0664648,40.0460096
31643197,Completed,true,"2019-06-27T13:03:00",0,-83.0145372,39.9815645
31289553,Completed,false,"2019-07-11T14:47:00",978,-83.0517644,40.0720554
31643658,Completed,false,"2019-06-27T17:33:00",160,-82.8031035,39.9961357
31643688,Completed,true,"2019-06-27T15:16:00",0,-83.164004,39.9723789
31644117,Completed,false,"2019-06-26T19:16:00",0,-117.2699309,33.2045235
31322826,Completed,false,"2019-07-11T15:53:00",220,-83.0303894,40.1091169
31644222,Completed,false,"2019-06-27T01:16:06.331",0,-117.3248512,33.2345237
31664656,Completed,false,"2019-07-02T17:58:00",4919,-83.29133300000001,39.938222
31645648,Completed,true,"2019-06-26T19:59:00",0,-83.00475319999998,39.9764036
31645656,Completed,false,"2019-06-27T20:17:00",0,-82.9858762,39.9337468
31645792,Completed,true,"2019-06-27T16:34:00",0,-82.910911,40.080952
31645807,Completed,true,"2019-06-28T12:53:00",0,-82.760966,39.8694637
31645839,Completed,false,"2019-06-27T23:34:00",2245,-83.3680601,40.2109177
31665763,Completed,false,"2019-07-02T17:12:00",0,-83.17273,40.1135397
31646426,Hold,false,,0,-83.0361984,40.2458142
31665776,Completed,false,"2019-07-03T00:06:00",5472,-83.0703019,40.0699784
31646548,Completed,true,"2019-06-26T22:25:00",0,-82.9938366,39.9499183
31646675,Completed,false,"2019-06-27T21:56:00",220,-83.1414257,40.1559857
31647077,Canceled,false,"2019-06-26T21:25:57.6350375",0,-83.0442556,39.9444965
31647105,Completed,true,"2019-06-27T22:25:00",0,-83.1532163,40.1394668
31647443,Completed,true,"2019-06-28T21:29:00",0,-83.172395,40.1557278
31647484,Completed,true,"2019-06-27T22:06:00",0,-83.0442556,39.9444965
31647555,Completed,false,"2019-06-27T18:59:00",0,-83.1777331,40.0452233
31837894,Canceled,false,"2019-07-17T23:28:10.6028328",0,-117.2951428,33.2190686
31648716,Completed,true,"2019-06-28T17:37:00",0,-83.1627017,40.0184102
31648727,Completed,false,"2019-06-27T19:45:00",679,-75.2901038,40.1471454
31648749,Completed,true,"2019-06-28T19:55:00",0,-82.9214563,40.1352321
31666956,Completed,true,"2019-07-02T14:44:00",0,-83.080467,40.04446799999999
31650284,Completed,false,"2019-06-27T18:53:00",1150,-82.9081108,40.0872875
31650504,Completed,false,"2019-06-28T14:43:00",695,-82.985376,39.9479551
31666981,Canceled,true,"2019-07-01T13:31:57.3132386",0,-83.0747049,39.8802671
31651043,Completed,false,"2019-06-28T19:03:00",1450,-82.9139117,40.0925823
31651053,Completed,false,"2019-06-27T18:49:00",1614,-83.0913495,40.3084295
31651119,Completed,false,"2019-06-28T18:54:00",4467,-82.8879089,39.9485976
31651205,Completed,false,"2019-06-28T19:29:00",0,-83.1656329,40.0144739
31651254,Completed,false,"2019-06-27T17:52:00",670,-83.0345223,39.9938928
31651549,Completed,false,"2019-06-27T21:57:00",4488,-82.9840497,40.1941109
31651650,Completed,true,"2019-06-27T13:31:00",0,-83.0913495,40.3084295
31651684,Completed,true,"2019-06-27T19:41:00",0,-82.7966193,40.1036184
31843380,Completed,false,"2019-07-26T14:12:00",1975,-83.008038,40.159651
31668673,Completed,false,"2019-07-02T16:35:00",1850,-83.1532163,40.1394668
31839760,Completed,true,"2019-07-17T21:27:00",0,-83.0391794,40.0874377
31651935,Completed,false,"2019-06-27T15:08:00",0,-83.0798203,40.0508556
31651953,Hold,false,,849,-83.0550571,39.8591572
31651997,Completed,true,"2019-06-27T20:58:00",0,-83.1591422,40.0389021
31652106,Completed,false,"2019-06-27T20:12:00",279,-83.0794639,40.147579
31652134,Canceled,false,"2019-06-27T16:22:08.0256754",0,-83.29133300000001,39.938222
31652148,Canceled,false,"2019-06-27T19:21:57.2889545",0,-83.0184508,40.0474894
31842278,Completed,false,"2019-07-17T20:33:00",0,-83.1254222,39.9365204
31652264,Completed,true,"2019-06-28T19:36:00",0,-83.1276848,40.1237179
31599441,Completed,false,"2019-08-01T16:52:00",0,-83.115701,39.9034172
31652343,Canceled,false,"2019-06-27T15:40:11.9976548",0,-83.0563363,39.9965997
31652429,Completed,false,"2019-06-28T22:40:00",750,-82.8614753,39.9216327
31652443,Completed,false,"2019-06-27T19:24:00",93,-83.077743,39.958607
31653943,Completed,false,"2019-06-28T13:40:00",0,-82.910911,40.080952
31652466,Completed,false,"2019-06-27T18:01:00",1738,-83.0826294,40.1732183
31652676,Completed,true,"2019-06-28T16:06:00",0,-83.0205072,40.0618048
31652704,Completed,false,"2019-06-28T21:45:00",1178.24,-82.938353,39.961405
31652717,Completed,false,"2019-06-27T14:58:00",235,-82.8197322,39.9452884
31670891,Completed,true,"2019-07-02T12:06:00",0,-83.1175029,40.0426155
31652900,Completed,true,"2019-06-27T18:03:00",0,-83.164004,39.9723789
31652915,Completed,false,"2019-06-28T16:13:00",154,-83.0140021,40.0295967
31652999,Completed,false,"2019-06-27T21:03:00",430,-117.3248512,33.2345237
31835870,Completed,false,"2019-07-20T19:45:00",415,-83.0196259,40.0352796
31653075,Completed,true,"2019-06-27T18:15:00",0,-83.06896,40.1534978
31843619,Completed,true,"2019-07-19T13:58:00",0,-82.99271699999997,40.20311299999999
31842288,Completed,true,"2019-07-20T22:26:00",0,-82.81920500000001,40.12930799999999
31653335,Canceled,false,"2019-06-27T15:08:38.8990039",0,-82.9297985,40.1394639
31653350,Completed,false,"2019-06-28T17:29:00",0,-83.1583886,40.0205562
31653364,Completed,false,"2019-06-27T22:47:00",1828,,
31653446,Completed,true,"2019-06-28T13:04:00",0,-83.097302,39.9312129
31671629,Completed,false,"2019-07-02T14:33:00",0,-82.8482861,39.9488721
31656758,Completed,false,"2019-06-28T14:27:00",375,-83.1763306,40.0111348
31657180,Completed,false,"2019-06-28T17:30:00",279,-82.93736230000002,40.0634565
30278427,Completed,false,"2019-09-24T13:42:00",300,-83.0160586,40.0434777
31658039,Completed,false,"2019-06-27T22:15:00",0,-83.1664576,39.9889726
31854594,Completed,false,"2019-07-19T18:26:00",789,-82.8111447,40.095363
31702185,Completed,true,"2019-08-16T21:02:00",19207,,
31658515,Hold,false,,0,-117.18794379999997,33.1642984
31871181,Scheduled,false,,0,-83.11120900000003,40.044262
31411695,Completed,false,"2019-07-11T12:57:00",169,-83.06993,39.997007
31658599,Completed,true,"2019-06-28T14:03:00",0,-83.0967571,40.0780157
31658679,Completed,true,"2019-06-28T13:10:00",0,-82.9644588,39.9502191
31677530,Completed,false,"2019-07-02T18:15:00",340,-83.03724399999999,40.175156
31659089,Completed,true,"2019-06-27T21:02:00",0,-83.29133300000001,39.938222
